K,omega1,omega2,theta1,theta2,omega_diff
60.1,0.767944870877505,0,[    nan 0.38707     nan     nan],[    nan 0.38088     nan     nan],0.767944870877505
60.1,0.7853981633974483,0,[    nan 0.39586     nan     nan],[    nan 0.38954     nan     nan],0.7853981633974483
60.1,0.8028514559173916,0,[    nan 0.40465     nan     nan],[   nan 0.3982    nan    nan],0.8028514559173916
60.1,0.8203047484373349,0,[    nan 0.41344     nan     nan],[    nan 0.40686     nan     nan],0.8203047484373349
60.1,0.8377580409572782,0,[    nan 0.42224     nan     nan],[    nan 0.41552     nan     nan],0.8377580409572782
60.1,0.8552113334772214,0,[    nan 0.43103     nan     nan],[    nan 0.42418     nan     nan],0.8552113334772214
60.1,0.8726646259971648,0,[    nan 0.43982     nan     nan],[    nan 0.43284     nan     nan],0.8726646259971648
60.1,0.8901179185171081,0,[    nan 0.44861     nan     nan],[   nan 0.4415    nan    nan],0.8901179185171081
60.1,0.9075712110370514,0,[    nan 0.45741     nan     nan],[    nan 0.45017     nan     nan],0.9075712110370514
60.1,0.9250245035569946,0,[   nan 0.4662    nan    nan],[    nan 0.45883     nan     nan],0.9250245035569946
60.1,0.9424777960769379,0,[    nan 0.47499     nan     nan],[    nan 0.46749     nan     nan],0.9424777960769379
60.1,0.9599310885968813,0,[    nan 0.48378     nan     nan],[    nan 0.47615     nan     nan],0.9599310885968813
60.1,0.9773843811168246,0,[    nan 0.49257     nan     nan],[    nan 0.48481     nan     nan],0.9773843811168246
60.1,0.9948376736367679,0,[    nan 0.50136     nan     nan],[    nan 0.49348     nan     nan],0.9948376736367679
60.1,1.0122909661567112,0,[    nan 0.51015     nan     nan],[    nan 0.50214     nan     nan],1.0122909661567112
60.1,1.0297442586766545,0,[    nan 0.51894     nan     nan],[   nan 0.5108    nan    nan],1.0297442586766545
60.1,1.0471975511965976,0,[    nan 0.52773     nan     nan],[    nan 0.51947     nan     nan],1.0471975511965976
60.1,1.064650843716541,0,[    nan 0.53652     nan     nan],[    nan 0.52813     nan     nan],1.064650843716541
60.1,1.0821041362364843,0,[    nan 0.54531     nan     nan],[   nan 0.5368    nan    nan],1.0821041362364843
60.1,1.0995574287564276,0,[   nan 0.5541    nan    nan],[    nan 0.54546     nan     nan],1.0995574287564276
60.1,1.117010721276371,0,[    nan 0.56288     nan     nan],[    nan 0.55413     nan     nan],1.117010721276371
60.1,1.1344640137963142,0,[    nan 0.57167     nan     nan],[    nan 0.56279     nan     nan],1.1344640137963142
60.1,1.1519173063162575,0,[    nan 0.58046     nan     nan],[    nan 0.57146     nan     nan],1.1519173063162575
60.1,1.1693705988362009,0,[    nan 0.58925     nan     nan],[    nan 0.58013     nan     nan],1.1693705988362009
60.1,1.1868238913561442,0,[    nan 0.59803     nan     nan],[    nan 0.58879     nan     nan],1.1868238913561442
60.1,1.2042771838760873,0,[    nan 0.60682     nan     nan],[    nan 0.59746     nan     nan],1.2042771838760873
60.1,1.2217304763960306,0,[   nan 0.6156    nan    nan],[    nan 0.60613     nan     nan],1.2217304763960306
60.1,1.239183768915974,0,[    nan 0.62439     nan     nan],[    nan 0.61479     nan     nan],1.239183768915974
60.1,1.2566370614359172,0,[    nan 0.63318     nan     nan],[    nan 0.62346     nan     nan],1.2566370614359172
60.1,1.2740903539558606,0,[    nan 0.64196     nan     nan],[    nan 0.63213     nan     nan],1.2740903539558606
60.1,1.2915436464758039,0,[    nan 0.65075     nan     nan],[   nan 0.6408    nan    nan],1.2915436464758039
60.1,1.3089969389957472,0,[    nan 0.65953     nan     nan],[    nan 0.64947     nan     nan],1.3089969389957472
60.1,1.3264502315156905,0,[    nan 0.66831     nan     nan],[    nan 0.65814     nan     nan],1.3264502315156905
60.1,1.3439035240356338,0,[   nan 0.6771    nan    nan],[    nan 0.66681     nan     nan],1.3439035240356338
60.1,1.361356816555577,0,[    nan 0.68588     nan     nan],[    nan 0.67548     nan     nan],1.361356816555577
60.1,1.3788101090755203,0,[    nan 0.69466     nan     nan],[    nan 0.68415     nan     nan],1.3788101090755203
60.1,1.3962634015954636,0,[    nan 0.70345     nan     nan],[    nan 0.69282     nan     nan],1.3962634015954636
60.1,1.413716694115407,0,[    nan 0.71223     nan     nan],[    nan 0.70149     nan     nan],1.413716694115407
60.1,1.4311699866353502,0,[    nan 0.72101     nan     nan],[    nan 0.71016     nan     nan],1.4311699866353502
60.1,1.4486232791552935,0,[    nan 0.72979     nan     nan],[    nan 0.71883     nan     nan],1.4486232791552935
60.1,1.4660765716752369,0,[    nan 0.73857     nan     nan],[    nan 0.72751     nan     nan],1.4660765716752369
60.1,1.4835298641951802,0,[    nan 0.74735     nan     nan],[    nan 0.73618     nan     nan],1.4835298641951802
60.1,1.5009831567151235,0,[    nan 0.75613     nan     nan],[    nan 0.74485     nan     nan],1.5009831567151235
60.1,1.5184364492350666,0,[    nan 0.76491     nan     nan],[    nan 0.75353     nan     nan],1.5184364492350666
60.1,1.53588974175501,0,[    nan 0.77369     nan     nan],[   nan 0.7622    nan    nan],1.53588974175501
60.1,1.5533430342749532,0,[    nan 0.78247     nan     nan],[    nan 0.77087     nan     nan],1.5533430342749532
60.1,1.5707963267948966,0,[0.79125     nan],[0.77955     nan],1.5707963267948966
60.1,1.5882496193148399,0,[    nan     nan 2.37079     nan],[     nan      nan -0.78254      nan],1.5882496193148399
60.1,1.6057029118347832,0,[    nan     nan 2.37946     nan],[     nan      nan -0.77376      nan],1.6057029118347832
60.1,1.6231562043547265,0,[    nan     nan 2.38814     nan],[     nan      nan -0.76498      nan],1.6231562043547265
60.1,1.6406094968746698,0,[    nan     nan 2.39681     nan],[    nan     nan -0.7562     nan],1.6406094968746698
60.1,1.6580627893946132,0,[    nan     nan 2.40548     nan],[     nan      nan -0.74742      nan],1.6580627893946132
60.1,1.6755160819145565,0,[    nan     nan 2.41416     nan],[     nan      nan -0.73864      nan],1.6755160819145565
60.1,1.6929693744344996,0,[    nan     nan 2.42283     nan],[     nan      nan -0.72986      nan],1.6929693744344996
60.1,1.710422666954443,0,[   nan    nan 2.4315    nan],[     nan      nan -0.72108      nan],1.710422666954443
60.1,1.7278759594743862,0,[    nan     nan 2.44017     nan],[    nan     nan -0.7123     nan],1.7278759594743862
60.1,1.7453292519943295,0,[    nan     nan 2.44884     nan],[     nan      nan -0.70351      nan],1.7453292519943295
60.1,1.7627825445142729,0,[    nan     nan 2.45751     nan],[     nan      nan -0.69473      nan],1.7627825445142729
60.1,1.7802358370342162,0,[    nan     nan 2.46618     nan],[     nan      nan -0.68595      nan],1.7802358370342162
60.1,1.7976891295541595,0,[    nan     nan 2.47485     nan],[     nan      nan -0.67716      nan],1.7976891295541595
60.1,1.8151424220741028,0,[    nan     nan 2.48352     nan],[     nan      nan -0.66838      nan],1.8151424220741028
60.1,1.8325957145940461,0,[    nan     nan 2.49219     nan],[    nan     nan -0.6596     nan],1.8325957145940461
60.1,1.8500490071139892,0,[    nan     nan 2.50086     nan],[     nan      nan -0.65081      nan],1.8500490071139892
60.1,1.8675022996339325,0,[    nan     nan 2.50953     nan],[     nan      nan -0.64203      nan],1.8675022996339325
60.1,1.8849555921538759,0,[   nan    nan 2.5182    nan],[     nan      nan -0.63324      nan],1.8849555921538759
60.1,1.9024088846738192,0,[    nan     nan 2.52686     nan],[     nan      nan -0.62446      nan],1.9024088846738192
60.1,1.9198621771937625,0,[    nan     nan 2.53553     nan],[     nan      nan -0.61567      nan],1.9198621771937625
60.1,1.9373154697137058,0,[   nan    nan 2.5442    nan],[     nan      nan -0.60688      nan],1.9373154697137058
60.1,1.9547687622336491,0,[    nan     nan 2.55287     nan],[    nan     nan -0.5981     nan],1.9547687622336491
60.1,1.9722220547535925,0,[    nan     nan 2.56153     nan],[     nan      nan -0.58931      nan],1.9722220547535925
60.1,1.9896753472735358,0,[   nan    nan 2.5702    nan],[     nan      nan -0.58052      nan],1.9896753472735358
60.1,2.007128639793479,0,[    nan     nan 2.57886     nan],[     nan      nan -0.57173      nan],2.007128639793479
60.1,2.0245819323134224,0,[    nan     nan 2.58753     nan],[     nan      nan -0.56295      nan],2.0245819323134224
60.1,2.0420352248333655,0,[    nan     nan 2.59619     nan],[     nan      nan -0.55416      nan],2.0420352248333655
60.1,2.059488517353309,0,[    nan     nan 2.60486     nan],[     nan      nan -0.54537      nan],2.059488517353309
60.1,2.076941809873252,0,[    nan     nan 2.61352     nan],[     nan      nan -0.53658      nan],2.076941809873252
60.1,2.0943951023931953,0,[    nan     nan 2.62218     nan],[     nan      nan -0.52779      nan],2.0943951023931953
60.1,2.111848394913139,0,[    nan     nan 2.63085     nan],[   nan    nan -0.519    nan],2.111848394913139
60.1,2.129301687433082,0,[    nan     nan 2.63951     nan],[     nan      nan -0.51021      nan],2.129301687433082
60.1,2.1467549799530254,0,[    nan     nan 2.64817     nan],[     nan      nan -0.50142      nan],2.1467549799530254
60.1,2.1642082724729685,0,[    nan     nan 2.65684     nan],[     nan      nan -0.49263      nan],2.1642082724729685
60.1,2.181661564992912,0,[   nan    nan 2.6655    nan],[     nan      nan -0.48384      nan],2.181661564992912
60.1,2.199114857512855,0,[    nan     nan 2.67416     nan],[     nan      nan -0.47504      nan],2.199114857512855
60.1,2.2165681500327987,0,[    nan     nan 2.68282     nan],[     nan      nan -0.46625      nan],2.2165681500327987
60.1,2.234021442552742,0,[    nan     nan 2.69148     nan],[     nan      nan -0.45746      nan],2.234021442552742
60.1,2.251474735072685,0,[    nan     nan 2.70014     nan],[     nan      nan -0.44867      nan],2.251474735072685
60.1,2.2689280275926285,0,[   nan    nan 2.7088    nan],[     nan      nan -0.43987      nan],2.2689280275926285
60.1,2.2863813201125716,0,[    nan     nan 2.71746     nan],[     nan      nan -0.43108      nan],2.2863813201125716
60.1,2.303834612632515,0,[    nan     nan 2.72612     nan],[     nan      nan -0.42229      nan],2.303834612632515
60.1,2.321287905152458,0,[    nan     nan 2.73478     nan],[    nan     nan -0.4135     nan],2.321287905152458
60.1,2.3387411976724017,0,[    nan     nan 2.74344     nan],[    nan     nan -0.4047     nan],2.3387411976724017
60.1,2.356194490192345,0,[   nan    nan 2.7521    nan],[     nan      nan -0.39591      nan],2.356194490192345
60.1,2.3736477827122884,0,[    nan     nan 2.76076     nan],[     nan      nan -0.38711      nan],2.3736477827122884
60.1,2.3911010752322315,0,[    nan     nan 2.76942     nan],[     nan      nan -0.37832      nan],2.3911010752322315
60.1,2.4085543677521746,0,[    nan     nan 2.77808     nan],[     nan      nan -0.36952      nan],2.4085543677521746
60.1,2.426007660272118,0,[    nan     nan 2.78674     nan],[     nan      nan -0.36073      nan],2.426007660272118
60.1,2.443460952792061,0,[    nan     nan 2.79539     nan],[     nan      nan -0.35193      nan],2.443460952792061
60.1,2.4609142453120048,0,[    nan     nan 2.80405     nan],[     nan      nan -0.34314      nan],2.4609142453120048
60.1,2.478367537831948,0,[    nan     nan 2.81271     nan],[     nan      nan -0.33434      nan],2.478367537831948
60.1,2.4958208303518914,0,[    nan     nan 2.82137     nan],[     nan      nan -0.32555      nan],2.4958208303518914
60.1,2.5132741228718345,0,[    nan     nan 2.83002     nan],[     nan      nan -0.31675      nan],2.5132741228718345
60.1,2.530727415391778,0,[    nan     nan 2.83868     nan],[     nan      nan -0.30795      nan],2.530727415391778
60.1,2.548180707911721,0,[    nan     nan 2.84734     nan],[     nan      nan -0.29916      nan],2.548180707911721
60.1,2.5656340004316642,0,[  nan   nan 2.856   nan],[     nan      nan -0.29036      nan],2.5656340004316642
60.1,2.5830872929516078,0,[    nan     nan 2.86465     nan],[     nan      nan -0.28156      nan],2.5830872929516078
60.1,2.600540585471551,0,[    nan     nan 2.87331     nan],[     nan      nan -0.27277      nan],2.600540585471551
60.1,2.6179938779914944,0,[    nan     nan 2.88196     nan],[     nan      nan -0.26397      nan],2.6179938779914944
60.1,2.6354471705114375,0,[    nan     nan 2.89062     nan],[     nan      nan -0.25517      nan],2.6354471705114375
60.1,2.652900463031381,0,[    nan     nan 2.89928     nan],[     nan      nan -0.24638      nan],2.652900463031381
60.1,2.670353755551324,0,[    nan     nan 2.90793     nan],[     nan      nan -0.23758      nan],2.670353755551324
60.1,2.6878070480712677,0,[    nan     nan 2.91659     nan],[     nan      nan -0.22878      nan],2.6878070480712677
60.1,2.705260340591211,0,[    nan     nan 2.92524     nan],[     nan      nan -0.21998      nan],2.705260340591211
60.1,2.722713633111154,0,[   nan    nan 2.9339    nan],[     nan      nan -0.21118      nan],2.722713633111154
60.1,2.7401669256310974,0,[    nan     nan 2.94255     nan],[     nan      nan -0.20239      nan],2.7401669256310974
60.1,2.7576202181510405,0,[    nan     nan 2.95121     nan],[     nan      nan -0.19359      nan],2.7576202181510405
60.1,2.775073510670984,0,[    nan     nan 2.95986     nan],[     nan      nan -0.18479      nan],2.775073510670984
60.1,2.792526803190927,0,[    nan     nan 2.96852     nan],[     nan      nan -0.17599      nan],2.792526803190927
60.1,2.8099800957108707,0,[    nan     nan 2.97717     nan],[     nan      nan -0.16719      nan],2.8099800957108707
60.1,2.827433388230814,0,[    nan     nan 2.98583     nan],[     nan      nan -0.15839      nan],2.827433388230814
60.1,2.8448866807507573,0,[    nan     nan 2.99448     nan],[     nan      nan -0.14959      nan],2.8448866807507573
60.1,2.8623399732707004,0,[    nan     nan 3.00313     nan],[     nan      nan -0.14079      nan],2.8623399732707004
60.1,2.8797932657906435,0,[    nan     nan 3.01179     nan],[     nan      nan -0.13199      nan],2.8797932657906435
60.1,2.897246558310587,0,[    nan     nan 3.02044     nan],[    nan     nan -0.1232     nan],2.897246558310587
60.1,2.91469985083053,0,[   nan    nan 3.0291    nan],[    nan     nan -0.1144     nan],2.91469985083053
60.1,2.9321531433504737,0,[    nan     nan 3.03775     nan],[    nan     nan -0.1056     nan],2.9321531433504737
60.1,2.949606435870417,0,[   nan    nan 3.0464    nan],[    nan     nan -0.0968     nan],2.949606435870417
60.1,2.9670597283903604,0,[    nan     nan 3.05506     nan],[   nan    nan -0.088    nan],2.9670597283903604
60.1,2.9845130209103035,0,[    nan     nan 3.06371     nan],[    nan     nan -0.0792     nan],2.9845130209103035
60.1,3.001966313430247,0,[    nan     nan 3.07236     nan],[    nan     nan -0.0704     nan],3.001966313430247
60.1,3.01941960595019,0,[    nan     nan 3.08102     nan],[    nan     nan -0.0616     nan],3.01941960595019
60.1,3.036872898470133,0,[    nan     nan 3.08967     nan],[    nan     nan -0.0528     nan],3.036872898470133
60.1,3.0543261909900767,0,[    nan     nan 3.09833     nan],[   nan    nan -0.044    nan],3.0543261909900767
60.1,3.07177948351002,0,[    nan     nan 3.10698     nan],[    nan     nan -0.0352     nan],3.07177948351002
60.1,3.0892327760299634,0,[    nan     nan 3.11563     nan],[    nan     nan -0.0264     nan],3.0892327760299634
60.1,3.1066860685499065,0,[    nan     nan 3.12429     nan],[    nan     nan -0.0176     nan],3.1066860685499065
60.1,3.12413936106985,0,[    nan     nan 3.13294     nan],[    nan     nan -0.0088     nan],3.12413936106985
70.1,0.0,0,[nan  0. nan],[nan  0. nan],0.0
70.1,0.017453292519943295,0,[    nan 0.00879     nan     nan],[    nan 0.00866     nan     nan],0.017453292519943295
70.1,0.03490658503988659,0,[    nan 0.01758     nan     nan],[    nan 0.01733     nan     nan],0.03490658503988659
70.1,0.05235987755982989,0,[    nan 0.02637     nan     nan],[    nan 0.02599     nan     nan],0.05235987755982989
70.1,0.06981317007977318,0,[    nan 0.03515     nan     nan],[    nan 0.03466     nan     nan],0.06981317007977318
70.1,0.08726646259971647,0,[    nan 0.04394     nan     nan],[    nan 0.04332     nan     nan],0.08726646259971647
70.1,0.10471975511965978,0,[    nan 0.05273     nan     nan],[    nan 0.05199     nan     nan],0.10471975511965978
70.1,0.12217304763960307,0,[    nan 0.06152     nan     nan],[    nan 0.06065     nan     nan],0.12217304763960307
70.1,0.13962634015954636,0,[    nan 0.07031     nan     nan],[    nan 0.06932     nan     nan],0.13962634015954636
70.1,0.15707963267948966,0,[   nan 0.0791    nan    nan],[    nan 0.07798     nan     nan],0.15707963267948966
70.1,0.17453292519943295,0,[    nan 0.08788     nan     nan],[    nan 0.08665     nan     nan],0.17453292519943295
70.1,0.19198621771937624,0,[    nan 0.09667     nan     nan],[    nan 0.09531     nan     nan],0.19198621771937624
70.1,0.20943951023931956,0,[    nan 0.10546     nan     nan],[    nan 0.10398     nan     nan],0.20943951023931956
70.1,0.22689280275926285,0,[    nan 0.11425     nan     nan],[    nan 0.11264     nan     nan],0.22689280275926285
70.1,0.24434609527920614,0,[    nan 0.12304     nan     nan],[    nan 0.12131     nan     nan],0.24434609527920614
70.1,0.2617993877991494,0,[    nan 0.13182     nan     nan],[    nan 0.12998     nan     nan],0.2617993877991494
70.1,0.2792526803190927,0,[    nan 0.14061     nan     nan],[    nan 0.13864     nan     nan],0.2792526803190927
70.1,0.29670597283903605,0,[   nan 0.1494    nan    nan],[    nan 0.14731     nan     nan],0.29670597283903605
70.1,0.3141592653589793,0,[    nan 0.15819     nan     nan],[    nan 0.15597     nan     nan],0.3141592653589793
70.1,0.33161255787892263,0,[    nan 0.16698     nan     nan],[    nan 0.16464     nan     nan],0.33161255787892263
70.1,0.3490658503988659,0,[    nan 0.17576     nan     nan],[   nan 0.1733    nan    nan],0.3490658503988659
70.1,0.3665191429188092,0,[    nan 0.18455     nan     nan],[    nan 0.18197     nan     nan],0.3665191429188092
70.1,0.3839724354387525,0,[    nan 0.19334     nan     nan],[    nan 0.19063     nan     nan],0.3839724354387525
70.1,0.4014257279586958,0,[    nan 0.20213     nan     nan],[   nan 0.1993    nan    nan],0.4014257279586958
70.1,0.4188790204786391,0,[    nan 0.21091     nan     nan],[    nan 0.20797     nan     nan],0.4188790204786391
70.1,0.4363323129985824,0,[   nan 0.2197    nan    nan],[    nan 0.21663     nan     nan],0.4363323129985824
70.1,0.4537856055185257,0,[    nan 0.22849     nan     nan],[   nan 0.2253    nan    nan],0.4537856055185257
70.1,0.47123889803846897,0,[    nan 0.23727     nan     nan],[    nan 0.23397     nan     nan],0.47123889803846897
70.1,0.4886921905584123,0,[    nan 0.24606     nan     nan],[    nan 0.24263     nan     nan],0.4886921905584123
70.1,0.5061454830783556,0,[    nan 0.25485     nan     nan],[   nan 0.2513    nan    nan],0.5061454830783556
70.1,0.5235987755982988,0,[    nan 0.26363     nan     nan],[    nan 0.25997     nan     nan],0.5235987755982988
70.1,0.5410520681182421,0,[    nan 0.27242     nan     nan],[    nan 0.26863     nan     nan],0.5410520681182421
70.1,0.5585053606381855,0,[    nan 0.28121     nan     nan],[   nan 0.2773    nan    nan],0.5585053606381855
70.1,0.5759586531581288,0,[    nan 0.28999     nan     nan],[    nan 0.28597     nan     nan],0.5759586531581288
70.1,0.5934119456780721,0,[    nan 0.29878     nan     nan],[    nan 0.29463     nan     nan],0.5934119456780721
70.1,0.6108652381980153,0,[    nan 0.30756     nan     nan],[   nan 0.3033    nan    nan],0.6108652381980153
70.1,0.6283185307179586,0,[    nan 0.31635     nan     nan],[    nan 0.31197     nan     nan],0.6283185307179586
70.1,0.6457718232379019,0,[    nan 0.32513     nan     nan],[    nan 0.32064     nan     nan],0.6457718232379019
70.1,0.6632251157578453,0,[    nan 0.33392     nan     nan],[    nan 0.32931     nan     nan],0.6632251157578453
70.1,0.6806784082777885,0,[   nan 0.3427    nan    nan],[    nan 0.33797     nan     nan],0.6806784082777885
70.1,0.6981317007977318,0,[    nan 0.35149     nan     nan],[    nan 0.34664     nan     nan],0.6981317007977318
70.1,0.7155849933176751,0,[    nan 0.36027     nan     nan],[    nan 0.35531     nan     nan],0.7155849933176751
70.1,0.7330382858376184,0,[    nan 0.36906     nan     nan],[    nan 0.36398     nan     nan],0.7330382858376184
70.1,0.7504915783575618,0,[    nan 0.37784     nan     nan],[    nan 0.37265     nan     nan],0.7504915783575618
70.1,0.767944870877505,0,[    nan 0.38663     nan     nan],[    nan 0.38132     nan     nan],0.767944870877505
70.1,0.7853981633974483,0,[    nan 0.39541     nan     nan],[    nan 0.38999     nan     nan],0.7853981633974483
70.1,0.8028514559173916,0,[    nan 0.40419     nan     nan],[    nan 0.39866     nan     nan],0.8028514559173916
70.1,0.8203047484373349,0,[    nan 0.41298     nan     nan],[    nan 0.40733     nan     nan],0.8203047484373349
70.1,0.8377580409572782,0,[    nan 0.42176     nan     nan],[  nan 0.416   nan   nan],0.8377580409572782
70.1,0.8552113334772214,0,[    nan 0.43054     nan     nan],[    nan 0.42467     nan     nan],0.8552113334772214
70.1,0.8726646259971648,0,[    nan 0.43933     nan     nan],[    nan 0.43334     nan     nan],0.8726646259971648
70.1,0.8901179185171081,0,[    nan 0.44811     nan     nan],[    nan 0.44201     nan     nan],0.8901179185171081
70.1,0.9075712110370514,0,[    nan 0.45689     nan     nan],[    nan 0.45068     nan     nan],0.9075712110370514
70.1,0.9250245035569946,0,[    nan 0.46567     nan     nan],[    nan 0.45935     nan     nan],0.9250245035569946
70.1,0.9424777960769379,0,[    nan 0.47446     nan     nan],[    nan 0.46802     nan     nan],0.9424777960769379
70.1,0.9599310885968813,0,[    nan 0.48324     nan     nan],[    nan 0.47669     nan     nan],0.9599310885968813
70.1,0.9773843811168246,0,[    nan 0.49202     nan     nan],[    nan 0.48536     nan     nan],0.9773843811168246
70.1,0.9948376736367679,0,[   nan 0.5008    nan    nan],[    nan 0.49404     nan     nan],0.9948376736367679
70.1,1.0122909661567112,0,[    nan 0.50958     nan     nan],[    nan 0.50271     nan     nan],1.0122909661567112
70.1,1.0297442586766545,0,[    nan 0.51836     nan     nan],[    nan 0.51138     nan     nan],1.0297442586766545
70.1,1.0471975511965976,0,[    nan 0.52714     nan     nan],[    nan 0.52005     nan     nan],1.0471975511965976
70.1,1.064650843716541,0,[    nan 0.53592     nan     nan],[    nan 0.52873     nan     nan],1.064650843716541
70.1,1.0821041362364843,0,[   nan 0.5447    nan    nan],[   nan 0.5374    nan    nan],1.0821041362364843
70.1,1.0995574287564276,0,[    nan 0.55348     nan     nan],[    nan 0.54607     nan     nan],1.0995574287564276
70.1,1.117010721276371,0,[    nan 0.56226     nan     nan],[    nan 0.55475     nan     nan],1.117010721276371
70.1,1.1344640137963142,0,[    nan 0.57104     nan     nan],[    nan 0.56342     nan     nan],1.1344640137963142
70.1,1.1519173063162575,0,[    nan 0.57982     nan     nan],[   nan 0.5721    nan    nan],1.1519173063162575
70.1,1.1693705988362009,0,[   nan 0.5886    nan    nan],[    nan 0.58077     nan     nan],1.1693705988362009
70.1,1.1868238913561442,0,[    nan 0.59738     nan     nan],[    nan 0.58945     nan     nan],1.1868238913561442
70.1,1.2042771838760873,0,[    nan 0.60615     nan     nan],[    nan 0.59812     nan     nan],1.2042771838760873
70.1,1.2217304763960306,0,[    nan 0.61493     nan     nan],[   nan 0.6068    nan    nan],1.2217304763960306
70.1,1.239183768915974,0,[    nan 0.62371     nan     nan],[    nan 0.61547     nan     nan],1.239183768915974
70.1,1.2566370614359172,0,[    nan 0.63249     nan     nan],[    nan 0.62415     nan     nan],1.2566370614359172
70.1,1.2740903539558606,0,[    nan 0.64126     nan     nan],[    nan 0.63283     nan     nan],1.2740903539558606
70.1,1.2915436464758039,0,[    nan 0.65004     nan     nan],[   nan 0.6415    nan    nan],1.2915436464758039
70.1,1.3089969389957472,0,[    nan 0.65882     nan     nan],[    nan 0.65018     nan     nan],1.3089969389957472
70.1,1.3264502315156905,0,[    nan 0.66759     nan     nan],[    nan 0.65886     nan     nan],1.3264502315156905
70.1,1.3439035240356338,0,[    nan 0.67637     nan     nan],[    nan 0.66754     nan     nan],1.3439035240356338
70.1,1.361356816555577,0,[    nan 0.68514     nan     nan],[    nan 0.67621     nan     nan],1.361356816555577
70.1,1.3788101090755203,0,[    nan 0.69392     nan     nan],[    nan 0.68489     nan     nan],1.3788101090755203
70.1,1.3962634015954636,0,[    nan 0.70269     nan     nan],[    nan 0.69357     nan     nan],1.3962634015954636
70.1,1.413716694115407,0,[    nan 0.71147     nan     nan],[    nan 0.70225     nan     nan],1.413716694115407
70.1,1.4311699866353502,0,[    nan 0.72024     nan     nan],[    nan 0.71093     nan     nan],1.4311699866353502
70.1,1.4486232791552935,0,[    nan 0.72901     nan     nan],[    nan 0.71961     nan     nan],1.4486232791552935
70.1,1.4660765716752369,0,[    nan 0.73779     nan     nan],[    nan 0.72829     nan     nan],1.4660765716752369
70.1,1.4835298641951802,0,[    nan 0.74656     nan     nan],[    nan 0.73697     nan     nan],1.4835298641951802
70.1,1.5009831567151235,0,[    nan 0.75533     nan     nan],[    nan 0.74565     nan     nan],1.5009831567151235
70.1,1.5184364492350666,0,[   nan 0.7641    nan    nan],[    nan 0.75433     nan     nan],1.5184364492350666
70.1,1.53588974175501,0,[    nan 0.77287     nan     nan],[    nan 0.76302     nan     nan],1.53588974175501
70.1,1.5533430342749532,0,[    nan 0.78165     nan     nan],[   nan 0.7717    nan    nan],1.5533430342749532
70.1,1.5707963267948966,0,[0.79042 0.79042     nan],[0.78038 0.78038     nan],1.5707963267948966
70.1,1.5882496193148399,0,[    nan     nan 2.36995     nan],[    nan     nan -0.7817     nan],1.5882496193148399
70.1,1.6057029118347832,0,[    nan     nan 2.37863     nan],[     nan      nan -0.77293      nan],1.6057029118347832
70.1,1.6231562043547265,0,[    nan     nan 2.38731     nan],[     nan      nan -0.76415      nan],1.6231562043547265
70.1,1.6406094968746698,0,[    nan     nan 2.39599     nan],[     nan      nan -0.75538      nan],1.6406094968746698
70.1,1.6580627893946132,0,[    nan     nan 2.40467     nan],[     nan      nan -0.74661      nan],1.6580627893946132
70.1,1.6755160819145565,0,[    nan     nan 2.41335     nan],[     nan      nan -0.73784      nan],1.6755160819145565
70.1,1.6929693744344996,0,[    nan     nan 2.42203     nan],[     nan      nan -0.72906      nan],1.6929693744344996
70.1,1.710422666954443,0,[    nan     nan 2.43071     nan],[     nan      nan -0.72029      nan],1.710422666954443
70.1,1.7278759594743862,0,[    nan     nan 2.43939     nan],[     nan      nan -0.71152      nan],1.7278759594743862
70.1,1.7453292519943295,0,[    nan     nan 2.44807     nan],[     nan      nan -0.70274      nan],1.7453292519943295
70.1,1.7627825445142729,0,[    nan     nan 2.45675     nan],[     nan      nan -0.69397      nan],1.7627825445142729
70.1,1.7802358370342162,0,[    nan     nan 2.46543     nan],[     nan      nan -0.68519      nan],1.7802358370342162
70.1,1.7976891295541595,0,[    nan     nan 2.47411     nan],[     nan      nan -0.67642      nan],1.7976891295541595
70.1,1.8151424220741028,0,[    nan     nan 2.48278     nan],[     nan      nan -0.66764      nan],1.8151424220741028
70.1,1.8325957145940461,0,[    nan     nan 2.49146     nan],[     nan      nan -0.65887      nan],1.8325957145940461
70.1,1.8500490071139892,0,[    nan     nan 2.50014     nan],[     nan      nan -0.65009      nan],1.8500490071139892
70.1,1.8675022996339325,0,[    nan     nan 2.50881     nan],[     nan      nan -0.64131      nan],1.8675022996339325
70.1,1.8849555921538759,0,[    nan     nan 2.51749     nan],[     nan      nan -0.63254      nan],1.8849555921538759
70.1,1.9024088846738192,0,[    nan     nan 2.52617     nan],[     nan      nan -0.62376      nan],1.9024088846738192
70.1,1.9198621771937625,0,[    nan     nan 2.53484     nan],[     nan      nan -0.61498      nan],1.9198621771937625
70.1,1.9373154697137058,0,[    nan     nan 2.54352     nan],[    nan     nan -0.6062     nan],1.9373154697137058
70.1,1.9547687622336491,0,[    nan     nan 2.55219     nan],[     nan      nan -0.59742      nan],1.9547687622336491
70.1,1.9722220547535925,0,[    nan     nan 2.56087     nan],[     nan      nan -0.58865      nan],1.9722220547535925
70.1,1.9896753472735358,0,[    nan     nan 2.56954     nan],[     nan      nan -0.57987      nan],1.9896753472735358
70.1,2.007128639793479,0,[    nan     nan 2.57822     nan],[     nan      nan -0.57109      nan],2.007128639793479
